RG,SITE_ID,SITE_EPA_ID,SITE_NAME,SITE_STRT_ADRS1,SITE_STRT_ADRS2,SITE_CITY_NAME,SITE_STATE,SITE_ZIP_CODE,SITE_CONG_DISTRICT,SITE_CNTY_NAME,SITE_FIPS_CODE,LATITUDE,LONGITUDE,ALT_AGREEMENT,NPL,FF,NON_NPL_STATUS,FULL_ADDRESS,COORDINATES,SITE_URL
9,904950,CAD980737092,PEMACO MAYWOOD,5050 SLAUSON BOULEVARD,,MAYWOOD,CA,90270,"34,40",LOS ANGELES,6037.0,33.985417,-118.17125,N,Currently on the Final NPL,N,N,"5050 SLAUSON BOULEVARD, MAYWOOD, CA, 90270","(33.987159, -118.186187)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0904950
9,902061,CAD980816466,SOUTHERN CALIFORNIA EDISON CO. (VISALIA POLEYARD),432 BEN MADDOX WAY,,VISALIA,CA,93277,"19,22",TULARE,6107.0,36.333331,-119.2767,N,Deleted from the Final NPL,N,N,"432 BEN MADDOX WAY, VISALIA, CA, 93277","(36.33341166666666, -119.27864433333333)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902061
9,902091,CAD980817985,SAN GABRIEL VALLEY (AREA 4),STIMSON AVE & OLD VALLEY BLVD,,LA PUENTE,CA,91744,"32,34",LOS ANGELES,6037.0,34.016669,-117.9583,N,Currently on the Final NPL,N,N,"STIMSON AVE & OLD VALLEY BLVD, LA PUENTE, CA, 91744","(34.0338194, -117.9489683)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902091
9,902134,CAD980884209,HEWLETT-PACKARD (620-640 PAGE MILL ROAD),620 - 640 PAGE MILL RD.,,PALO ALTO,CA,94304,"14,18",SANTA CLARA,6085.0,37.4214,-122.1434,N,Currently on the Final NPL,N,N,"620 - 640 PAGE MILL RD., PALO ALTO, CA, 94304","(37.4063569, -122.1557785)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902134
8,801646,CO0002259588,VASQUEZ BOULEVARD AND I-70,VASQUEZ BOULEVARD AND 1-70,,DENVER,CO,80216,01,DENVER,8031.0,39.791667,-104.958333,N,Currently on the Final NPL,N,N,"VASQUEZ BOULEVARD AND 1-70, DENVER, CO, 80216","(39.793298, -104.939461)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801646
8,800030,COD000110254,BRODERICK WOOD PRODUCTS,5600 HURON ST,,DENVER,CO,80221,07,ADAMS,8001.0,39.803684,-104.998554,N,Currently on the Final NPL,N,N,"5600 HURON ST, DENVER, CO, 80221","(39.7612999, -104.9970666)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800030
8,800866,COD007431620,CHEMICAL SALES CO.,4661 MONACO ST.,,DENVER,CO,80216,"01,07",DENVER,8031.0,39.822695,-104.911952,N,Currently on the Final NPL,N,N,"4661 MONACO ST., DENVER, CO, 80216","(39.77965736337789, -104.91298320528551)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800866
8,800187,COD980499255,MARSHALL LANDFILL,1600 S 66TH STREET,,BOULDER,CO,80303,02,BOULDER,8013.0,39.950304,-105.20126,N,Currently on the Final NPL,N,N,"1600 S 66TH STREET, BOULDER, CO, 80303","(39.95705492762882, -105.19871311816387)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800187
8,800244,COD980667075,WOODBURY CHEMICAL CO.,5400 JACKSON ST,,COMMERCE CITY,CO,80022,01,ADAMS,8001.0,39.795025,-104.945326,N,Deleted from the Final NPL,N,N,"5400 JACKSON ST, COMMERCE CITY, CO, 80022","(39.8126958, -104.9418024)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800244
8,800261,COD980806277,SMUGGLER MOUNTAIN,SPRUCE STREET,,ASPEN,CO,81611,03,PITKIN,8097.0,39.193693,-106.80984,N,Deleted from the Final NPL,N,N,"SPRUCE STREET, ASPEN, CO, 81611","(39.1931539, -106.8121753)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800261
1,100201,CTD108960972,GALLUP%27S QUARRY,ROUTE 12,,PLAINFIELD,CT,06374,02,WINDHAM,9015.0,41.665281,-71.924161,N,Currently on the Final NPL,N,N,"ROUTE 12, PLAINFIELD, CT, 06374","(41.7202462, -71.9166425)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100201
1,100250,CTD980669261,NUTMEG VALLEY ROAD,NUTMEG VALLEY ROAD,,WOLCOTT,CT,06716,05,NEW HAVEN,9009.0,41.5748,-72.9986,N,Deleted from the Final NPL,N,N,"NUTMEG VALLEY ROAD, WOLCOTT, CT, 06716","(41.5741527, -72.994435)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100250
1,100251,CTD980670806,OLD SOUTHINGTON LANDFILL,OLD TURNPIKE RD,,SOUTHINGTON,CT,06489,01,HARTFORD,9003.0,41.579169,-72.881939,N,Deleted from the Final NPL,N,N,"OLD TURNPIKE RD, SOUTHINGTON, CT, 06489","(41.5796124, -72.8836234)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100251
1,100261,CTD980906515,NEW LONDON SUBMARINE BASE,ROUTE 12 CRYSTAL LAKE RD,,NEW LONDON,CT,06349,02,NEW LONDON,9011.0,41.400139,-72.08708100000003,N,Currently on the Final NPL,Y,Y,"ROUTE 12 CRYSTAL LAKE RD, NEW LONDON, CT, 06349","(41.4289317, -72.0823465)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100261
1,100265,CTD981067317,CHESHIRE GROUND WATER CONTAMINATION,604 WEST JOHNSON AVENUE,,CHESHIRE,CT,06410,05,NEW HAVEN,9009.0,41.5575,-72.910833,N,Deleted from the Final NPL,N,N,"604 WEST JOHNSON AVENUE, CHESHIRE, CT, 06410","(41.5548878, -72.8995474)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100265
1,102953,CT0002265551,SCOVILL INDUSTRIAL LANDFILL,STORE AVENUE,,WATERBURY,CT,06705,05,NEW HAVEN,9009.0,41.550389,-73.010639,N,Currently on the Final NPL,N,N,"STORE AVENUE, WATERBURY, CT, 06705","(41.5521937, -73.0103907)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102953
1,100041,CTD001153923,LINEMASTER SWITCH CORP.,29 PLAINE HILL ROAD,,WOODSTOCK,CT,06281,02,WINDHAM,9015.0,41.940561,-71.966939,N,Currently on the Final NPL,N,N,"29 PLAINE HILL ROAD, WOODSTOCK, CT, 06281","(41.93973269999999, -71.96670746933677)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100041
1,100094,CTD001186618,"RAYMARK INDUSTRIES, INC.",75 EAST MAIN STREET,,STRATFORD,CT,06614,03,FAIRFIELD,9001.0,41.201278,-73.117222,N,Currently on the Final NPL,N,N,"75 EAST MAIN STREET, STRATFORD, CT, 06614","(41.20187173480833, -73.1159394887171)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100094
1,100108,CTD001452093,DURHAM MEADOWS,MAIN ST,,DURHAM,CT,06422,03,MIDDLESEX,9007.0,41.48111,-72.681388,N,Currently on the Final NPL,N,N,"MAIN ST, DURHAM, CT, 06422","(41.4698804, -72.6801111)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100108
1,100121,CTD004532610,REVERE TEXTILE PRINTS CORP.,RAILROAD AVENUE,,STERLING,CT,06377,02,WINDHAM,9015.0,41.708331,-71.829169,N,Deleted from the Final NPL,N,N,"RAILROAD AVENUE, STERLING, CT, 06377","(41.6970212, -71.8032683)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100121
1,100124,CTD009717604,SOLVENTS RECOVERY SERVICE OF NEW ENGLAND,LAZY LANE,,SOUTHINGTON,CT,06489,01,HARTFORD,9003.0,41.6196,-72.878,N,Currently on the Final NPL,N,N,"LAZY LANE, SOUTHINGTON, CT, 06489","(41.6208517, -72.8822198)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100124
1,100125,CTD009774969,YAWORSKI WASTE LAGOON,PACKER ROAD,,CANTERBURY,CT,06331,02,WINDHAM,9015.0,41.66945,-71.964161,N,Currently on the Final NPL,N,N,"PACKER ROAD, CANTERBURY, CT, 06331","(41.6602917, -71.9581409)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100125
1,100156,CTD051316313,PRECISION PLATING CORP.,1050 HARTFORD TURNPIKE ROAD,,VERNON,CT,06066-4413,02,TOLLAND,9013.0,41.84975,-72.447911,N,Currently on the Final NPL,N,N,"1050 HARTFORD TURNPIKE ROAD, VERNON, CT, 06066-4413","(41.85194471793752, -72.44645509156173)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100156
3,300191,DE8570024010,DOVER AIR FORCE BASE,RTE 113,,DOVER,DE,19901,01,KENT,10001.0,39.127781,-75.466669,N,Currently on the Final NPL,Y,Y,"RTE 113, DOVER, DE, 19901","(51.1830796, 1.4013090626353066)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300191
3,300034,DED000605972,DELAWARE SAND & GRAVEL LANDFILL,229 GRANTHAM LANE,,NEW CASTLE,DE,19720,01,NEW CASTLE,10003.0,39.651389,-75.60278100000002,N,Currently on the Final NPL,N,N,"229 GRANTHAM LANE, NEW CASTLE, DE, 19720","(39.64771688848023, -75.59647635658685)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300034
3,300035,DED000606079,TYBOUTS CORNER LANDFILL,US RTE 13 & DEL RTE 71,,NEW CASTLE,DE,19720,01,NEW CASTLE,10003.0,39.6125,-75.653339,N,Currently on the Final NPL,N,N,"US RTE 13 & DEL RTE 71, NEW CASTLE, DE, 19720","(41.1306902, -73.7003004)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300035
3,300058,DED041212473,"STANDARD CHLORINE OF DELAWARE, INC.",745 GOVERNOR LEA RD,PO 319,NEW CASTLE,DE,19720,01,NEW CASTLE,10003.0,39.599581,-75.63583100000002,N,Currently on the Final NPL,N,N,"745 GOVERNOR LEA RD, NEW CASTLE, DE, 19720","(39.597926, -75.630589)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300058
3,300069,DED058980442,NEW CASTLE SPILL,900 WILMINGTON ROAD,,NEW CASTLE,DE,19720-3638,01,NEW CASTLE,10003.0,39.670281,-75.561669,N,Deleted from the Final NPL,N,N,"900 WILMINGTON ROAD, NEW CASTLE, DE, 19720-3638","(39.67046, -75.560749)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300069
3,300086,DED980494496,ARMY CREEK LANDFILL,RTE 13 + RTE 40,,NEW CASTLE,DE,19720,01,NEW CASTLE,10003.0,39.653061,-75.608331,N,Currently on the Final NPL,N,N,"RTE 13 + RTE 40, NEW CASTLE, DE, 19720","(41.1306902, -73.7003004)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300086
3,300091,DED980551667,DELAWARE CITY PVC PLANT,780 SCHOOL HOUSE ROAD,,NEW CASTLE,DE,19720,01,NEW CASTLE,10003.0,39.586111,-75.649439,N,Currently on the Final NPL,N,N,"780 SCHOOL HOUSE ROAD, NEW CASTLE, DE, 19720","(39.590765569794755, -75.645665291233)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300091
3,300095,DED980693550,DOVER GAS LIGHT CO.,NEW ST,,DOVER,DE,19904,01,KENT,10001.0,39.1558,-75.5277,N,Currently on the Final NPL,N,N,"NEW ST, DOVER, DE, 19904","(40.879671, -74.554235)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300095
3,300101,DED980704951,WILDCAT LANDFILL,LEBANON RD,,DOVER,DE,19901,01,KENT,10001.0,39.120831,-75.5,N,Deleted from the Final NPL,N,N,"LEBANON RD, DOVER, DE, 19901","(39.1216644, -75.4794696)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300101
3,300106,DED980705255,NEW CASTLE STEEL,9TH & WASHINGTON STREET,,NEW CASTLE,DE,19720,01,NEW CASTLE,10003.0,39.657781,-75.57776899999998,N,Deleted from the Final NPL,N,N,"9TH & WASHINGTON STREET, NEW CASTLE, DE, 19720","(39.683332, -75.737799)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300106
3,300111,DED980705545,TYLER REFRIGERATION PIT,GLENWOOD AVE,,SMYRNA,DE,19977,01,KENT,10001.0,39.295281,-75.618889,N,Deleted from the Final NPL,N,N,"GLENWOOD AVE, SMYRNA, DE, 19977","(35.9423396, -86.5143532)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300111
3,300124,DED980714141,"CHEM-SOLV, INC.",176A N DUPONT HIGHWAY,,DOVER,DE,19901-4264,01,KENT,10001.0,39.2216,-75.5764,N,Currently on the Final NPL,N,N,"176A N DUPONT HIGHWAY, DOVER, DE, 19901-4264","(39.165497, -75.516655)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300124
3,300125,DED980830954,HALBY CHEMICAL CO.,600 TERMINAL AVE,,NEW CASTLE,DE,19720,01,NEW CASTLE,10003.0,39.718611,-75.537219,N,Currently on the Final NPL,N,N,"600 TERMINAL AVE, NEW CASTLE, DE, 19720","(39.717575, -75.535062)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300125
3,300137,DED981035520,SEALAND LIMITED,ROUTE 896 + 15,,MIDDLETOWN,DE,19709,01,NEW CASTLE,10003.0,39.5126,-75.71,N,Deleted from the Final NPL,N,N,"ROUTE 896 + 15, MIDDLETOWN, DE, 19709","(41.39451699999999, -74.5647598182876)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300137
3,306877,DEN000306877,NEWARK SOUTH GROUND WATER PLUME,BLUE HEN DRIVE,,NEWARK,DE,19713,01,NEW CASTLE,10003.0,39.653889,-75.735,N,Currently on the Final NPL,N,N,"BLUE HEN DRIVE, NEWARK, DE, 19713","(39.695764749999995, -75.76646433238352)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0306877
3,300031,DC9170024310,WASHINGTON NAVY YARD,"901 M STREET, SE",,WASHINGTON,DC,20374-0001,01,DISTRICT OF COLUMBIA,11001.0,38.875,-76.9875,N,Currently on the Final NPL,Y,Y,"901 M STREET, SE, WASHINGTON, DC, 20374-0001","(38.90154735, -76.97802706171657)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300031
4,404399,FLD041184383,"WILSON CONCEPTS OF FLORIDA, INC.",1408 SW 8TH STREET,,POMPANO BEACH,FL,33069,23,BROWARD,12011.0,26.218675,-80.142768,N,Deleted from the Final NPL,N,N,"1408 SW 8TH STREET, POMPANO BEACH, FL, 33069","(26.218947838208653, -80.14317439172898)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404399
4,400623,FLD041495441,ALPHA CHEMICAL CORP.,4620 N GALLOWAY RD,,LAKELAND,FL,33810,12,POLK,12105.0,28.100831,-82.00971899999998,N,Deleted from the Final NPL,N,N,"4620 N GALLOWAY RD, LAKELAND, FL, 33810","(28.0418818, -82.0184362)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400623
4,406568,FLD043047653,"ITT-THOMPSON INDUSTRIES, INC",800 LIVINGSTON STREET,,MADISON,FL,32340,02,MADISON,12079.0,30.475,-83.408333,Y,Not on the NPL,N,N,"800 LIVINGSTON STREET, MADISON, FL, 32340","(30.4725998, -83.4109603)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406568
4,400637,FLD043861392,SHERWOOD MEDICAL INDUSTRIES,2010 HWY 92,,DELAND,FL,32724,07,VOLUSIA,12127.0,29.060831,-81.265,N,Currently on the Final NPL,N,N,"2010 HWY 92, DELAND, FL, 32724","(29.0640669, -81.2537479)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400637
4,400655,FLD049985302,ZELLWOOD GROUND WATER CONTAMINATION,803 JONES AVE,,ZELLWOOD,FL,32757,"03,07,08",ORANGE,12095.0,28.73195,-81.613331,N,Currently on the Final NPL,N,N,"803 JONES AVE, ZELLWOOD, FL, 32757","(28.7308265, -81.6133003)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400655
4,400657,FLD050432251,FLORIDA STEEL CORP.,18300 SW Warfield Blvd.,,INDIANTOWN,FL,34956,14,MARTIN,12085.0,27.041111,-80.506111,N,Currently on the Final NPL,N,N,"18300 SW Warfield Blvd., INDIANTOWN, FL, 34956","(27.029635, -80.480379)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400657
4,400668,FLD052172954,BMI-TEXTRON,1121 SILVER BEACH RD,,LAKE PARK,FL,33403,23,PALM BEACH,12099.0,26.7937,-80.0738,N,Deleted from the Final NPL,N,N,"1121 SILVER BEACH RD, LAKE PARK, FL, 33403","(26.793049444444446, -80.07231977777778)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400668
4,400710,FLD062794003,SCHUYLKILL METALS CORP.,402 S WOODROW WILSON DR,,PLANT CITY,FL,33566,12,HILLSBOROUGH,12057.0,28.010831,-82.143061,N,Deleted from the Final NPL,N,N,"402 S WOODROW WILSON DR, PLANT CITY, FL, 33566","(28.017151643835614, -82.14611335616439)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400710
4,400736,FLD071307680,GOLD COAST OIL CORP.,2835 SW 71 AVE,,MIAMI,FL,33155-2802,18,MIAMI-DADE,12086.0,25.7434,-80.3112,N,Deleted from the Final NPL,N,N,"2835 SW 71 AVE, MIAMI, FL, 33155-2802","(25.7875108, -80.1412513)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400736
4,400746,FLD076027820,MIAMI DRUM SERVICES,6601 NW 72nd Avenue,,MIAMI,FL,33166,21,MIAMI-DADE,12086.0,25.837219,-80.313061,N,Currently on the Final NPL,N,N,"6601 NW 72nd Avenue, MIAMI, FL, 33166","(25.8356437, -80.3109721)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400746
4,400756,FLD080174402,"CHEMFORM, INC.",1410 SW 8TH ST,,POMPANO BEACH,FL,33069,"22,23",BROWARD,12011.0,26.219055,-80.141374,N,Deleted from the Final NPL,N,N,"1410 SW 8TH ST, POMPANO BEACH, FL, 33069","(26.218947485179637, -80.14318902036874)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400756
4,400785,FLD091471904,"TRANS CIRCUITS, INC.",210 NEWMAN ROAD,,LAKE PARK,FL,33403,23,PALM BEACH,12099.0,26.795278000000003,-80.07388900000002,N,Currently on the Final NPL,N,N,"210 NEWMAN ROAD, LAKE PARK, FL, 33403","(26.794831336392466, -80.07347690858032)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400785
4,400792,FLD094590916,CALLAWAY & SON DRUM SERVICE,890 EAST LAKE ALFRED DRIVE,,LAKE ALFRED,FL,33850,12,POLK,12105.0,28.098056,-81.714722,N,Deleted from the Final NPL,N,N,"890 EAST LAKE ALFRED DRIVE, LAKE ALFRED, FL, 33850","(28.093064, -81.728631)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400792
4,400853,FLD980494959,TAYLOR ROAD LANDFILL,TAYLOR RD,,SEFFNER,FL,33619,12,HILLSBOROUGH,12057.0,28.009719,-82.29305,N,Currently on the Final NPL,N,N,"TAYLOR RD, SEFFNER, FL, 33619","(27.9884035, -82.2900049)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400853
4,400859,FLD980556351,PICKETTVILLE ROAD LANDFILL,5150 PICKETTVILLE RD,,JACKSONVILLE,FL,32205,06,DUVAL,12031.0,30.368611,-81.738889,N,Currently on the Final NPL,N,N,"5150 PICKETTVILLE RD, JACKSONVILLE, FL, 32205","(30.3650716, -81.7502996)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400859
4,400900,FLD980602643,NORTHWEST 58TH STREET LANDFILL,NW 58TH ST,,HIALEAH,FL,33012,21,MIAMI-DADE,12086.0,25.833331,-80.347219,N,Deleted from the Final NPL,N,N,"NW 58TH ST, HIALEAH, FL, 33012","(25.827164, -80.255569)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400900
4,400908,FLD980709802,HIPPS ROAD LANDFILL,HIPPS RD,,DUVAL COUNTY,FL,32222,06,DUVAL,12031.0,30.216939,-81.805561,N,Deleted from the Final NPL,N,N,"HIPPS RD, DUVAL COUNTY, FL, 32222","(30.218267, -81.806403)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400908
4,406539,FL0001209840,"SOUTHERN SOLVENTS, INC.",4009 WEST LINEBAUGH AVENUE,,TAMPA,FL,33624,09,HILLSBOROUGH,12057.0,28.040556,-82.510278,N,Currently on the Final NPL,N,N,"4009 WEST LINEBAUGH AVENUE, TAMPA, FL, 33624","(28.0396777, -82.4815413)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406539
4,401221,FL9170024567,PENSACOLA NAVAL AIR STATION,NAVAL AIR STATION BUILDING 3,,PENSACOLA,FL,32508,01,ESCAMBIA,12033.0,30.357222,-87.283054,N,Currently on the Final NPL,Y,Y,"NAVAL AIR STATION BUILDING 3, PENSACOLA, FL, 32508","(30.3530156, -87.3192668)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0401221
4,410582,FLD000623041,FAIRFAX ST. WOOD TREATERS,2610 FAIRFAX STREET,,JACKSONVILLE,FL,32209,05,DUVAL,12031.0,30.354092,-81.68639399999998,N,Deleted from the Final NPL,N,N,"2610 FAIRFAX STREET, JACKSONVILLE, FL, 32209","(30.353557894081945, -81.68643045602428)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410582
4,400503,FLD001704741,CORONET INDUSTRIES,4802 CORONET RD,,PLANT CITY,FL,33564,09,HILLSBOROUGH,12057.0,28.018333,-82.121667,Y,Not on the NPL,N,N,"4802 CORONET RD, PLANT CITY, FL, 33564","(27.9856069, -82.0809269)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400503
4,400512,FLD004054284,PIPER AIRCRAFT CORP./VERO BEACH WATER & SEWER DEPARTMENT,PIPER DR & AVIATION BLVD,,VERO BEACH,FL,32960,15,INDIAN RIVER,12061.0,27.647499,-80.415555,N,Currently on the Final NPL,N,N,"PIPER DR & AVIATION BLVD, VERO BEACH, FL, 32960","(27.6489981, -80.41188220000001)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400512
4,400518,FLD004061925,POST AND LUMBER PRESERVING CO INC,20 Post Plant Road,,QUINCY,FL,32351,02,GADSDEN,12039.0,30.592472,-84.510081,N,Currently on the Final NPL,N,N,"20 Post Plant Road, QUINCY, FL, 32351","(30.56780095, -84.55246538419789)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400518
4,400548,FLD004119681,HOLLINGSWORTH SOLDERLESS TERMINAL,700 NW 57TH PLACE,,FORT LAUDERDALE,FL,33309,23,BROWARD,12011.0,26.198331,-80.15221899999997,N,Currently on the Final NPL,N,N,"700 NW 57TH PLACE, FORT LAUDERDALE, FL, 33309","(26.198959, -80.153838)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400548
4,400554,FLD004126520,STANDARD AUTO BUMPER CORP.,2500 WEST 3RD COURT,,HIALEAH,FL,33010,21,MIAMI-DADE,12086.0,25.844444,-80.289721,N,Deleted from the Final NPL,N,N,"2500 WEST 3RD COURT, HIALEAH, FL, 33010","(25.8448843, -80.2892411)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400554
4,400561,FLD004145140,AIRCO PLATING CO.,3636 NW 46TH STREET,,MIAMI,FL,33142,18,MIAMI-DADE,12086.0,25.8152,-80.2559,N,Currently on the Final NPL,N,N,"3636 NW 46TH STREET, MIAMI, FL, 33142","(25.81596822273124, -80.25550572315896)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400561
4,400563,FLD004146346,WOODBURY CHEMICAL CO. (PRINCETON PLANT),13920 SW 248TH ST,,PRINCETON,FL,33032,17,MIAMI-DADE,12086.0,25.5367,-80.4124,N,Deleted from the Final NPL,N,N,"13920 SW 248TH ST, PRINCETON, FL, 33032","(25.5363076875, -80.417733875)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400563
4,400566,FLD004574190,"B&B CHEMICAL CO., INC.",875 W 20TH ST,,HIALEAH,FL,33010,21,MIAMI-DADE,12086.0,25.839581,-80.300139,N,Deleted from the Final NPL,N,N,"875 W 20TH ST, HIALEAH, FL, 33010","(25.84008665, -80.29976008336737)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400566
4,400572,FLD008161994,"AMERICAN CREOSOTE WORKS, INC. (PENSACOLA PLANT)",701 S J ST,,PENSACOLA,FL,32501,01,ESCAMBIA,12033.0,30.404719,-87.236661,N,Currently on the Final NPL,N,N,"701 S J ST, PENSACOLA, FL, 32501","(30.403449, -87.236785)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400572
4,400578,FLD010596013,STAUFFER CHEMICAL CO. (TARPON SPRINGS),877 ANCLOTE BOULEVARD,,TARPON SPRINGS,FL,34689,09,PINELLAS,12103.0,28.166666,-82.775694,N,Currently on the Final NPL,N,N,"877 ANCLOTE BOULEVARD, TARPON SPRINGS, FL, 34689","(28.172932, -82.7586766)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400578
4,400581,FLD020536538,ANACONDA ALUMINUM CO./MILGO ELECTRONICS CORP.,3630 NW 76TH ST,,MIAMI,FL,33147-4433,17,MIAMI-DADE,12086.0,25.843061,-80.25653100000002,N,Deleted from the Final NPL,N,N,"3630 NW 76TH ST, MIAMI, FL, 33147-4433","(25.843175857142857, -80.25666671428571)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400581
4,400599,FLD032544587,"PEPPER STEEL & ALLOYS, INC.",11100 NW S RIVER DR,,MEDLEY,FL,33178-1135,25,MIAMI-DADE,12086.0,25.873611,-80.35333100000003,N,Currently on the Final NPL,N,N,"11100 NW S RIVER DR, MEDLEY, FL, 33178-1135","(25.875036950000002, -80.35295274941737)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400599
4,410335,FLD032728032,SANFORD DRY CLEANERS,121 SOUTH PALMETTO AVENUE,,SANFORD,FL,32771,07,SEMINOLE,12117.0,28.811217,-81.265606,N,Currently on the Final NPL,N,N,"121 SOUTH PALMETTO AVENUE, SANFORD, FL, 32771","(28.811458346938775, -81.26588618367347)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410335
4,400614,FLD039049101,KERR-MCGEE CHEMICAL CORP - JACKSONVILLE,1611 TALLEYRAND AVENUE,,JACKSONVILLE,FL,32206,03,DUVAL,12031.0,30.3442,-81.6265,N,Currently on the Final NPL,N,N,"1611 TALLEYRAND AVENUE, JACKSONVILLE, FL, 32206","(30.343539287617055, -81.62802590816003)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400614
4,410384,FLD982130098,CONTINENTAL CLEANERS,798 NORTHWEST 62ND STREET,,MIAMI,FL,33150,24,MIAMI-DADE,12086.0,25.831842,-80.210178,N,Currently on the Final NPL,N,N,"798 NORTHWEST 62ND STREET, MIAMI, FL, 33150","(25.8320066, -80.21027988688968)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410384
